,hosp,hosp.1,hosp.2,rea,rea.1,rea.2,rad,rad.1,rad.2,dc,dc.1,dc.2,jour
0,2972.0,1685.0,1248.0,771.0,525.0,239.0,816.0,432.0,379.0,218.0,121.0,96.0,2020-03-18
1,4073.0,2256.0,1632.0,1002.0,689.0,284.0,1180.0,580.0,562.0,327.0,179.0,136.0,2020-03-19
2,5226.0,2912.0,2134.0,1297.0,905.0,362.0,1587.0,777.0,764.0,450.0,250.0,190.0,2020-03-20
3,5900.0,3298.0,2401.0,1453.0,1018.0,401.0,1811.0,881.0,888.0,525.0,297.0,219.0,2020-03-21
4,6954.0,3906.0,2815.0,1674.0,1176.0,461.0,2117.0,1031.0,1040.0,632.0,356.0,263.0,2020-03-22
5,8673.0,4882.0,3532.0,2080.0,1465.0,569.0,2567.0,1270.0,1247.0,860.0,497.0,350.0,2020-03-23
6,10163.0,5843.0,4149.0,2503.0,1773.0,694.0,3281.0,1609.0,1624.0,1100.0,661.0,425.0,2020-03-24
7,12072.0,7064.0,4856.0,2935.0,2127.0,785.0,4085.0,2000.0,2028.0,1388.0,818.0,557.0,2020-03-25
8,13879.0,8152.0,5570.0,3351.0,2437.0,888.0,4947.0,2424.0,2456.0,1696.0,1002.0,681.0,2020-03-26
9,15701.0,9288.0,6248.0,3758.0,2735.0,991.0,5698.0,2820.0,2806.0,1995.0,1175.0,809.0,2020-03-27
10,17580.0,10400.0,6995.0,4236.0,3105.0,1097.0,6624.0,3289.0,3251.0,2314.0,1374.0,927.0,2020-03-28
11,19311.0,11470.0,7643.0,4592.0,3397.0,1162.0,7131.0,3528.0,3516.0,2606.0,1561.0,1032.0,2020-03-29
12,20946.0,12457.0,8279.0,5056.0,3756.0,1268.0,7923.0,3940.0,3885.0,3024.0,1818.0,1191.0,2020-03-30
13,22672.0,13459.0,8984.0,5496.0,4069.0,1391.0,9443.0,4734.0,4599.0,3523.0,2143.0,1361.0,2020-03-31
14,24543.0,14568.0,9738.0,5940.0,4395.0,1506.0,10934.0,5539.0,5268.0,4032.0,2472.0,1537.0,2020-04-01
15,26131.0,15477.0,10391.0,6305.0,4646.0,1610.0,12427.0,6327.0,5961.0,4503.0,2767.0,1710.0,2020-04-02
16,27302.0,16104.0,10922.0,6556.0,4849.0,1651.0,14007.0,7177.0,6681.0,5091.0,3105.0,1954.0,2020-04-03
17,28003.0,16360.0,11353.0,6723.0,4952.0,1711.0,15437.0,8020.0,7257.0,5532.0,3370.0,2125.0,2020-04-04
18,28747.0,16715.0,11713.0,6859.0,5038.0,1757.0,16182.0,8425.0,7597.0,5889.0,3594.0,2256.0,2020-04-05
19,29569.0,17109.0,12135.0,6948.0,5108.0,1776.0,17249.0,9022.0,8064.0,6494.0,3949.0,2496.0,2020-04-06
20,29871.0,17189.0,12370.0,7004.0,5142.0,1797.0,19336.0,10157.0,8992.0,7091.0,4302.0,2734.0,2020-04-07
21,30217.0,17247.0,12657.0,7019.0,5139.0,1815.0,21253.0,11212.0,9841.0,7632.0,4624.0,2947.0,2020-04-08
22,30608.0,17301.0,12988.0,6937.0,5080.0,1794.0,23205.0,12276.0,10716.0,8044.0,4882.0,3099.0,2020-04-09
23,31108.0,17374.0,13429.0,6875.0,5014.0,1796.0,24931.0,13277.0,11428.0,8598.0,5208.0,3319.0,2020-04-10
24,31159.0,17263.0,13587.0,6752.0,4927.0,1758.0,26390.0,14111.0,12038.0,8943.0,5402.0,3469.0,2020-04-11
25,31665.0,17406.0,13938.0,6714.0,4902.0,1744.0,27185.0,14556.0,12376.0,9253.0,5588.0,3592.0,2020-04-12
26,31952.0,17487.0,14133.0,6690.0,4877.0,1747.0,27717.0,14885.0,12575.0,9588.0,5786.0,3725.0,2020-04-13
27,32131.0,17460.0,14351.0,6599.0,4791.0,1744.0,28804.0,15490.0,13046.0,10129.0,6092.0,3953.0,2020-04-14
28,31623.0,17079.0,14244.0,6331.0,4584.0,1682.0,30952.0,16639.0,14028.0,10643.0,6364.0,4194.0,2020-04-15
29,31172.0,16775.0,14098.0,6139.0,4452.0,1622.0,32806.0,17649.0,14868.0,11053.0,6585.0,4377.0,2020-04-16
30,31061.0,16603.0,14162.0,5922.0,4302.0,1557.0,34414.0,18514.0,15591.0,11470.0,6827.0,4546.0,2020-04-17
31,30515.0,16210.0,14016.0,5733.0,4174.0,1498.0,35977.0,19347.0,16305.0,11834.0,7028.0,4711.0,2020-04-18
32,30486.0,16160.0,14040.0,5644.0,4115.0,1470.0,36572.0,19656.0,16582.0,12061.0,7153.0,4811.0,2020-04-19
33,30462.0,16068.0,14095.0,5584.0,4060.0,1463.0,37403.0,20070.0,16992.0,12505.0,7407.0,4998.0,2020-04-20
34,29984.0,15647.0,14042.0,5334.0,3890.0,1388.0,39175.0,20992.0,17832.0,12892.0,7636.0,5154.0,2020-04-21
35,29627.0,15406.0,13930.0,5127.0,3739.0,1333.0,40651.0,21741.0,18546.0,13225.0,7825.0,5296.0,2020-04-22
36,29113.0,15043.0,13797.0,4967.0,3639.0,1282.0,42082.0,22475.0,19226.0,13536.0,8003.0,5423.0,2020-04-23
37,28554.0,14731.0,13559.0,4785.0,3504.0,1236.0,43486.0,23175.0,19917.0,13841.0,8179.0,5553.0,2020-04-24
38,28119.0,14430.0,13427.0,4641.0,3398.0,1199.0,44587.0,23767.0,20419.0,14039.0,8294.0,5637.0,2020-04-25
39,28114.0,14405.0,13443.0,4598.0,3369.0,1187.0,44896.0,23924.0,20566.0,14191.0,8386.0,5697.0,2020-04-26
40,27954.0,14315.0,13371.0,4526.0,3304.0,1182.0,45506.0,24248.0,20846.0,14486.0,8559.0,5819.0,2020-04-27
41,27607.0,14105.0,13239.0,4392.0,3208.0,1148.0,46322.0,24650.0,21256.0,14676.0,8677.0,5890.0,2020-04-28
42,26736.0,13691.0,12965.0,4128.0,3043.0,1072.0,48221.0,25717.0,22283.0,15041.0,8933.0,6062.0,2020-04-29
43,26192.0,13358.0,12761.0,3947.0,2909.0,1027.0,49469.0,26356.0,22885.0,15231.0,9034.0,6149.0,2020-04-30
44,25809.0,13111.0,12613.0,3819.0,2813.0,995.0,50204.0,26763.0,23212.0,15350.0,9105.0,6196.0,2020-05-01
45,25751.0,13063.0,12605.0,3770.0,2767.0,993.0,50554.0,26942.0,23380.0,15468.0,9177.0,6242.0,2020-05-02
46,25739.0,13056.0,12600.0,3762.0,2769.0,983.0,50776.0,27041.0,23500.0,15564.0,9232.0,6285.0,2020-05-03
47,25472.0,12924.0,12463.0,3639.0,2688.0,940.0,51363.0,27328.0,23798.0,15807.0,9358.0,6401.0,2020-05-04
48,24701.0,12566.0,12050.0,3375.0,2523.0,843.0,52728.0,27953.0,24535.0,16041.0,9471.0,6522.0,2020-05-05
49,23912.0,12163.0,11662.0,3095.0,2335.0,753.0,53963.0,28545.0,25169.0,16218.0,9582.0,6587.0,2020-05-06
50,23139.0,11716.0,11329.0,2911.0,2178.0,728.0,55018.0,29099.0,25667.0,16367.0,9671.0,6645.0,2020-05-07
51,22657.0,11464.0,11099.0,2820.0,2119.0,694.0,55773.0,29452.0,26063.0,16478.0,9755.0,6671.0,2020-05-08
52,22547.0,11382.0,11072.0,2764.0,2071.0,686.0,56029.0,29587.0,26183.0,16554.0,9807.0,6695.0,2020-05-09
53,22502.0,11333.0,11071.0,2728.0,2043.0,679.0,56208.0,29688.0,26290.0,16623.0,9844.0,6725.0,2020-05-10
54,22219.0,11205.0,10919.0,2666.0,1999.0,662.0,56715.0,29926.0,26551.0,16801.0,9937.0,6810.0,2020-05-11
55,21530.0,10860.0,10581.0,2496.0,1847.0,645.0,57776.0,30442.0,27090.0,16984.0,10041.0,6886.0,2020-05-12
56,21009.0,10640.0,10285.0,2385.0,1773.0,607.0,58664.0,30858.0,27556.0,17082.0,10093.0,6932.0,2020-05-13
57,20401.0,10325.0,9997.0,2256.0,1689.0,563.0,59596.0,31324.0,28014.0,17205.0,10160.0,6988.0,2020-05-14
58,19801.0,10033.0,9688.0,2162.0,1612.0,547.0,60439.0,31726.0,28454.0,17323.0,10221.0,7046.0,2020-05-15
59,19372.0,9811.0,9483.0,2091.0,1557.0,531.0,61057.0,32026.0,28769.0,17393.0,10263.0,7074.0,2020-05-16
60,19302.0,9778.0,9447.0,2047.0,1521.0,523.0,61204.0,32102.0,28840.0,17447.0,10295.0,7096.0,2020-05-17
61,18956.0,9581.0,9296.0,1958.0,1454.0,501.0,61719.0,32368.0,29087.0,17570.0,10370.0,7143.0,2020-05-18
62,18409.0,9308.0,9023.0,1854.0,1383.0,469.0,62554.0,32756.0,29532.0,17695.0,10439.0,7198.0,2020-05-19
63,17882.0,9051.0,8760.0,1754.0,1312.0,439.0,63345.0,33138.0,29938.0,17793.0,10485.0,7247.0,2020-05-20
64,17527.0,8882.0,8576.0,1708.0,1284.0,421.0,63849.0,33372.0,30205.0,17851.0,10516.0,7273.0,2020-05-21
65,17327.0,8760.0,8499.0,1664.0,1246.0,415.0,64200.0,33561.0,30365.0,17925.0,10565.0,7299.0,2020-05-22
66,17122.0,8653.0,8400.0,1628.0,1217.0,408.0,64538.0,33737.0,30526.0,17968.0,10590.0,7316.0,2020-05-23
67,17129.0,8647.0,8414.0,1618.0,1207.0,408.0,64608.0,33779.0,30554.0,18003.0,10613.0,7327.0,2020-05-24
68,16742.0,8455.0,8217.0,1572.0,1165.0,403.0,65190.0,34041.0,30870.0,18093.0,10676.0,7354.0,2020-05-25
69,16209.0,8182.0,7956.0,1519.0,1127.0,387.0,65870.0,34364.0,31223.0,18175.0,10720.0,7392.0,2020-05-26
70,15627.0,7898.0,7661.0,1467.0,1092.0,370.0,66575.0,34695.0,31596.0,18240.0,10753.0,7423.0,2020-05-27
71,15155.0,7668.0,7422.0,1395.0,1041.0,349.0,67182.0,34970.0,31923.0,18306.0,10795.0,7446.0,2020-05-28
72,14643.0,7418.0,7162.0,1328.0,989.0,335.0,67794.0,35258.0,32243.0,18367.0,10829.0,7472.0,2020-05-29
73,14329.0,7256.0,7009.0,1293.0,955.0,333.0,68259.0,35489.0,32475.0,18424.0,10861.0,7497.0,2020-05-30
74,14271.0,7220.0,6986.0,1287.0,955.0,327.0,68346.0,35542.0,32509.0,18455.0,10880.0,7509.0,2020-05-31
75,14237.0,7196.0,6976.0,1270.0,939.0,326.0,68431.0,35593.0,32543.0,18486.0,10897.0,7523.0,2020-06-01
76,13978.0,7047.0,6865.0,1221.0,902.0,315.0,68803.0,35800.0,32706.0,18570.0,10938.0,7566.0,2020-06-02
77,13465.0,6825.0,6571.0,1179.0,868.0,307.0,69446.0,36079.0,33070.0,18651.0,10978.0,7607.0,2020-06-03
78,13054.0,6611.0,6374.0,1133.0,832.0,298.0,69967.0,36350.0,33315.0,18695.0,11001.0,7628.0,2020-06-04
79,12650.0,6397.0,6174.0,1065.0,781.0,279.0,70494.0,36619.0,33573.0,18741.0,11027.0,7647.0,2020-06-05
80,12433.0,6287.0,6068.0,1030.0,762.0,264.0,70796.0,36773.0,33720.0,18772.0,11038.0,7667.0,2020-06-06
81,12415.0,6280.0,6058.0,1024.0,758.0,262.0,70832.0,36787.0,33742.0,18785.0,11046.0,7672.0,2020-06-07
82,12269.0,6202.0,5990.0,995.0,735.0,256.0,71052.0,36890.0,33857.0,18839.0,11080.0,7692.0,2020-06-08
83,11915.0,6018.0,5821.0,926.0,683.0,239.0,71496.0,37110.0,34077.0,18892.0,11110.0,7715.0,2020-06-09
84,11632.0,5889.0,5667.0,904.0,656.0,244.0,71822.0,37258.0,34252.0,18915.0,11120.0,7728.0,2020-06-10
85,11420.0,5785.0,5559.0,875.0,632.0,239.0,72139.0,37413.0,34411.0,18942.0,11132.0,7744.0,2020-06-11
86,11079.0,5614.0,5390.0,851.0,611.0,235.0,72562.0,37617.0,34629.0,18970.0,11147.0,7757.0,2020-06-12
87,10864.0,5506.0,5283.0,843.0,604.0,234.0,72798.0,37733.0,34748.0,18994.0,11161.0,7767.0,2020-06-13
88,10836.0,5491.0,5269.0,841.0,600.0,236.0,72849.0,37759.0,34773.0,19003.0,11165.0,7772.0,2020-06-14
89,10707.0,5425.0,5206.0,818.0,584.0,229.0,73034.0,37838.0,34879.0,19032.0,11185.0,7781.0,2020-06-15
90,10490.0,5318.0,5095.0,792.0,567.0,221.0,73325.0,37972.0,35036.0,19070.0,11209.0,7794.0,2020-06-16
91,10222.0,5179.0,4971.0,744.0,536.0,204.0,73657.0,38137.0,35197.0,19098.0,11227.0,7804.0,2020-06-17
92,10080.0,5102.0,4907.0,724.0,521.0,199.0,73877.0,38238.0,35315.0,19126.0,11245.0,7814.0,2020-06-18
93,9925.0,5037.0,4821.0,699.0,507.0,188.0,74107.0,38339.0,35440.0,19140.0,11251.0,7820.0,2020-06-19
94,9792.0,4961.0,4766.0,687.0,500.0,183.0,74302.0,38443.0,35532.0,19156.0,11263.0,7824.0,2020-06-20
95,9778.0,4951.0,4761.0,687.0,500.0,184.0,74362.0,38474.0,35561.0,19163.0,11265.0,7829.0,2020-06-21
96,9648.0,4896.0,4684.0,673.0,494.0,176.0,74602.0,38589.0,35686.0,19186.0,11277.0,7840.0,2020-06-22
97,9446.0,4792.0,4589.0,654.0,480.0,171.0,74861.0,38713.0,35818.0,19212.0,11293.0,7849.0,2020-06-23
98,9254.0,4690.0,4501.0,630.0,460.0,167.0,75117.0,38839.0,35946.0,19223.0,11300.0,7855.0,2020-06-24
99,9096.0,4621.0,4411.0,623.0,455.0,165.0,75341.0,38949.0,36057.0,19244.0,11310.0,7866.0,2020-06-25
100,8841.0,4505.0,4271.0,606.0,447.0,156.0,75639.0,39079.0,36224.0,19270.0,11325.0,7877.0,2020-06-26
101,8715.0,4435.0,4218.0,594.0,438.0,153.0,75803.0,39156.0,36309.0,19285.0,11334.0,7883.0,2020-06-27
102,8727.0,4441.0,4224.0,594.0,439.0,152.0,75833.0,39172.0,36323.0,19287.0,11335.0,7884.0,2020-06-28
103,8643.0,4396.0,4186.0,591.0,428.0,159.0,75989.0,39256.0,36393.0,19305.0,11344.0,7893.0,2020-06-29
104,8491.0,4304.0,4123.0,574.0,415.0,154.0,76264.0,39403.0,36521.0,19326.0,11355.0,7903.0,2020-06-30
105,8291.0,4191.0,4038.0,554.0,401.0,149.0,76539.0,39558.0,36639.0,19344.0,11363.0,7913.0,2020-07-01
106,8103.0,4087.0,3956.0,545.0,393.0,148.0,76792.0,39690.0,36759.0,19358.0,11371.0,7919.0,2020-07-02
107,7946.0,4010.0,3874.0,533.0,385.0,143.0,77049.0,39811.0,36896.0,19376.0,11380.0,7928.0,2020-07-03
108,7863.0,3970.0,3833.0,517.0,372.0,140.0,77160.0,39861.0,36955.0,19388.0,11387.0,7933.0,2020-07-04
109,7863.0,3970.0,3832.0,521.0,374.0,141.0,77179.0,39873.0,36962.0,19390.0,11388.0,7934.0,2020-07-05
110,7806.0,3941.0,3805.0,521.0,370.0,144.0,77308.0,39933.0,37029.0,19403.0,11392.0,7943.0,2020-07-06
111,7550.0,3804.0,3688.0,511.0,361.0,142.0,77644.0,40108.0,37187.0,19437.0,11406.0,7963.0,2020-07-07
112,7254.0,3670.0,3528.0,503.0,361.0,135.0,77985.0,40265.0,37370.0,19469.0,11422.0,7977.0,2020-07-08
113,7134.0,3625.0,3456.0,486.0,354.0,126.0,78159.0,40344.0,37464.0,19483.0,11431.0,7982.0,2020-07-09
114,7020.0,3565.0,3402.0,471.0,339.0,126.0,78377.0,40454.0,37571.0,19508.0,11443.0,7995.0,2020-07-10
115,6995.0,3548.0,3394.0,470.0,336.0,127.0,78454.0,40494.0,37607.0,19514.0,11446.0,7998.0,2020-07-11
116,6991.0,3541.0,3397.0,473.0,335.0,131.0,78486.0,40510.0,37623.0,19515.0,11446.0,7999.0,2020-07-12
117,6941.0,3521.0,3368.0,467.0,329.0,131.0,78586.0,40556.0,37676.0,19533.0,11458.0,8005.0,2020-07-13
118,6907.0,3504.0,3354.0,465.0,327.0,131.0,78670.0,40596.0,37716.0,19539.0,11461.0,8008.0,2020-07-14
119,6873.0,3480.0,3341.0,457.0,324.0,126.0,78809.0,40670.0,37781.0,19559.0,11472.0,8017.0,2020-07-15
120,6754.0,3421.0,3283.0,456.0,325.0,124.0,79025.0,40766.0,37897.0,19577.0,11481.0,8025.0,2020-07-16
121,6646.0,3375.0,3220.0,452.0,324.0,122.0,79233.0,40861.0,38009.0,19591.0,11488.0,8032.0,2020-07-17
122,6614.0,3367.0,3198.0,450.0,325.0,119.0,79322.0,40898.0,38060.0,19599.0,11492.0,8036.0,2020-07-18
123,6583.0,3345.0,3190.0,448.0,326.0,116.0,79384.0,40933.0,38086.0,19600.0,11493.0,8036.0,2020-07-19
124,6547.0,3331.0,3171.0,442.0,318.0,118.0,79530.0,41004.0,38158.0,19616.0,11504.0,8041.0,2020-07-20
125,6440.0,3273.0,3123.0,430.0,310.0,115.0,79723.0,41108.0,38246.0,19629.0,11513.0,8045.0,2020-07-21
126,6324.0,3198.0,3083.0,420.0,306.0,110.0,79946.0,41236.0,38340.0,19636.0,11515.0,8050.0,2020-07-22
127,5915.0,3021.0,2853.0,411.0,294.0,113.0,80461.0,41456.0,38630.0,19646.0,11523.0,8052.0,2020-07-23
128,5678.0,2906.0,2733.0,385.0,277.0,103.0,80804.0,41625.0,38802.0,19656.0,11530.0,8055.0,2020-07-24
129,5634.0,2871.0,2724.0,368.0,269.0,94.0,80915.0,41689.0,38849.0,19664.0,11536.0,8057.0,2020-07-25
130,5640.0,2870.0,2731.0,367.0,268.0,94.0,80947.0,41700.0,38870.0,19665.0,11537.0,8057.0,2020-07-26
131,5614.0,2859.0,2717.0,374.0,277.0,93.0,81071.0,41763.0,38930.0,19673.0,11542.0,8060.0,2020-07-27
132,5510.0,2813.0,2661.0,361.0,267.0,90.0,81300.0,41869.0,39051.0,19688.0,11552.0,8065.0,2020-07-28
133,5409.0,2769.0,2606.0,356.0,265.0,87.0,81489.0,41962.0,39147.0,19703.0,11557.0,8075.0,2020-07-29
134,5334.0,2729.0,2573.0,357.0,265.0,88.0,81656.0,42043.0,39231.0,19719.0,11566.0,8082.0,2020-07-30
135,5257.0,2693.0,2530.0,347.0,254.0,89.0,81870.0,42138.0,39350.0,19730.0,11573.0,8086.0,2020-07-31
136,5177.0,2655.0,2488.0,344.0,250.0,90.0,82016.0,42205.0,39429.0,19736.0,11576.0,8088.0,2020-08-01
137,5188.0,2657.0,2497.0,345.0,251.0,90.0,82029.0,42215.0,39432.0,19737.0,11576.0,8089.0,2020-08-02
138,5157.0,2645.0,2474.0,360.0,259.0,97.0,82155.0,42277.0,39496.0,19759.0,11591.0,8097.0,2020-08-03
139,5121.0,2637.0,2443.0,364.0,256.0,104.0,82307.0,42343.0,39581.0,19770.0,11597.0,8102.0,2020-08-04
140,5107.0,2634.0,2432.0,360.0,254.0,102.0,82449.0,42415.0,39651.0,19779.0,11600.0,8108.0,2020-08-05
141,5019.0,2583.0,2400.0,366.0,254.0,107.0,82659.0,42529.0,39744.0,19786.0,11603.0,8112.0,2020-08-06
142,4970.0,2573.0,2363.0,359.0,259.0,95.0,82825.0,42603.0,39835.0,19798.0,11612.0,8115.0,2020-08-07
143,4981.0,2575.0,2371.0,366.0,262.0,99.0,82881.0,42636.0,39857.0,19800.0,11614.0,8115.0,2020-08-08
144,4992.0,2579.0,2377.0,368.0,262.0,101.0,82886.0,42640.0,39858.0,19800.0,11614.0,8115.0,2020-08-09
145,5004.0,2579.0,2387.0,372.0,259.0,107.0,83036.0,42719.0,39928.0,19814.0,11623.0,8120.0,2020-08-10
146,4971.0,2566.0,2370.0,367.0,255.0,107.0,83226.0,42813.0,40022.0,19829.0,11632.0,8125.0,2020-08-11
147,4850.0,2533.0,2282.0,355.0,244.0,106.0,83461.0,42918.0,40152.0,19846.0,11639.0,8135.0,2020-08-12
148,4824.0,2502.0,2284.0,351.0,241.0,106.0,83651.0,43021.0,40236.0,19863.0,11648.0,8143.0,2020-08-13
149,4788.0,2472.0,2280.0,344.0,236.0,105.0,83836.0,43118.0,40325.0,19881.0,11659.0,8150.0,2020-08-14
150,4817.0,2494.0,2287.0,353.0,242.0,107.0,83880.0,43132.0,40355.0,19884.0,11660.0,8152.0,2020-08-15
151,4820.0,2497.0,2287.0,353.0,241.0,108.0,83909.0,43144.0,40372.0,19885.0,11660.0,8153.0,2020-08-16
152,4885.0,2522.0,2322.0,361.0,247.0,110.0,84053.0,43221.0,40439.0,19904.0,11670.0,8162.0,2020-08-17
153,4783.0,2477.0,2264.0,357.0,247.0,104.0,84297.0,43338.0,40565.0,19920.0,11679.0,8168.0,2020-08-18
154,4781.0,2456.0,2285.0,362.0,248.0,108.0,84440.0,43423.0,40620.0,19937.0,11688.0,8175.0,2020-08-19
155,4723.0,2455.0,2228.0,368.0,256.0,106.0,84615.0,43498.0,40718.0,19949.0,11692.0,8183.0,2020-08-20
156,4720.0,2463.0,2216.0,367.0,251.0,110.0,84802.0,43583.0,40818.0,19972.0,11706.0,8192.0,2020-08-21
157,4685.0,2448.0,2192.0,368.0,249.0,113.0,84923.0,43639.0,40884.0,19980.0,11710.0,8196.0,2020-08-22
158,4683.0,2453.0,2185.0,371.0,251.0,114.0,84946.0,43646.0,40900.0,19981.0,11711.0,8196.0,2020-08-23
159,4664.0,2460.0,2162.0,387.0,266.0,117.0,85172.0,43753.0,41019.0,19996.0,11721.0,8201.0,2020-08-24
160,4578.0,2423.0,2113.0,401.0,272.0,124.0,85494.0,43923.0,41167.0,20016.0,11734.0,8208.0,2020-08-25
161,4535.0,2394.0,2097.0,373.0,259.0,112.0,85731.0,44046.0,41278.0,20034.0,11747.0,8212.0,2020-08-26
162,4517.0,2388.0,2089.0,375.0,258.0,115.0,85954.0,44153.0,41390.0,20046.0,11758.0,8213.0,2020-08-27
163,4517.0,2378.0,2097.0,381.0,260.0,119.0,86147.0,44264.0,41473.0,20065.0,11768.0,8222.0,2020-08-28
164,4512.0,2388.0,2084.0,394.0,265.0,127.0,86268.0,44318.0,41539.0,20071.0,11772.0,8224.0,2020-08-29
165,4517.0,2385.0,2092.0,396.0,265.0,129.0,86280.0,44330.0,41539.0,20075.0,11775.0,8225.0,2020-08-30
166,4564.0,2401.0,2124.0,403.0,269.0,131.0,86439.0,44415.0,41611.0,20104.0,11795.0,8233.0,2020-08-31
167,4586.0,2413.0,2134.0,418.0,277.0,138.0,86682.0,44546.0,41719.0,20123.0,11809.0,8238.0,2020-09-01
168,4614.0,2439.0,2133.0,440.0,298.0,138.0,86933.0,44670.0,41843.0,20148.0,11819.0,8253.0,2020-09-02
169,4625.0,2446.0,2142.0,458.0,316.0,140.0,87176.0,44803.0,41952.0,20168.0,11831.0,8261.0,2020-09-03
170,4653.0,2446.0,2173.0,467.0,321.0,143.0,87417.0,44933.0,42060.0,20186.0,11843.0,8266.0,2020-09-04
171,4667.0,2452.0,2179.0,476.0,326.0,147.0,87549.0,44998.0,42126.0,20198.0,11850.0,8271.0,2020-09-05
172,4697.0,2471.0,2188.0,480.0,329.0,148.0,87578.0,45014.0,42138.0,20201.0,11852.0,8272.0,2020-09-06
173,4889.0,2571.0,2279.0,531.0,363.0,165.0,87806.0,45142.0,42235.0,20226.0,11866.0,8283.0,2020-09-07
174,4942.0,2609.0,2287.0,568.0,390.0,175.0,88196.0,45345.0,42420.0,20265.0,11887.0,8300.0,2020-09-08
175,4985.0,2635.0,2306.0,593.0,409.0,180.0,88494.0,45508.0,42554.0,20295.0,11901.0,8316.0,2020-09-09
176,5077.0,2680.0,2350.0,608.0,420.0,183.0,88712.0,45629.0,42651.0,20314.0,11912.0,8324.0,2020-09-10
177,5136.0,2737.0,2350.0,628.0,435.0,188.0,89029.0,45779.0,42816.0,20354.0,11933.0,8343.0,2020-09-11
178,5176.0,2748.0,2376.0,655.0,448.0,201.0,89201.0,45876.0,42891.0,20371.0,11943.0,8349.0,2020-09-12
179,5228.0,2778.0,2396.0,662.0,457.0,199.0,89240.0,45900.0,42906.0,20377.0,11946.0,8352.0,2020-09-13
180,5479.0,2926.0,2503.0,705.0,481.0,218.0,89477.0,46026.0,43011.0,20411.0,11962.0,8369.0,2020-09-14
181,5660.0,3015.0,2590.0,752.0,504.0,242.0,89861.0,46220.0,43201.0,20447.0,11984.0,8382.0,2020-09-15
182,5800.0,3096.0,2650.0,796.0,542.0,248.0,90305.0,46456.0,43406.0,20493.0,12013.0,8399.0,2020-09-16
183,5825.0,3116.0,2655.0,793.0,555.0,232.0,90810.0,46722.0,43642.0,20543.0,12049.0,8413.0,2020-09-17
184,5800.0,3127.0,2622.0,820.0,581.0,235.0,91544.0,47048.0,44039.0,20665.0,12098.0,8486.0,2020-09-18
185,5493.0,2999.0,2444.0,827.0,588.0,235.0,92289.0,47392.0,44436.0,20690.0,12111.0,8498.0,2020-09-19
186,5356.0,2936.0,2360.0,834.0,595.0,234.0,92552.0,47514.0,44576.0,20701.0,12118.0,8502.0,2020-09-20
187,5597.0,3079.0,2462.0,912.0,645.0,261.0,92978.0,47734.0,44776.0,20754.0,12148.0,8525.0,2020-09-21
188,5777.0,3194.0,2521.0,944.0,654.0,283.0,93508.0,48011.0,45023.0,20821.0,12186.0,8553.0,2020-09-22
189,5913.0,3289.0,2561.0,995.0,681.0,306.0,93952.0,48246.0,45225.0,20864.0,12214.0,8568.0,2020-09-23
190,6012.0,3329.0,2622.0,1041.0,714.0,318.0,94383.0,48481.0,45420.0,20916.0,12242.0,8591.0,2020-09-24
191,6110.0,3351.0,2695.0,1092.0,747.0,335.0,94860.0,48771.0,45601.0,20971.0,12276.0,8612.0,2020-09-25
192,6154.0,3398.0,2694.0,1105.0,767.0,328.0,95272.0,48988.0,45791.0,21010.0,12300.0,8627.0,2020-09-26
193,6235.0,3444.0,2730.0,1112.0,774.0,327.0,95395.0,49057.0,45843.0,21037.0,12317.0,8637.0,2020-09-27
194,6397.0,3512.0,2816.0,1158.0,801.0,344.0,95743.0,49241.0,46007.0,21118.0,12366.0,8669.0,2020-09-28
195,6482.0,3576.0,2832.0,1198.0,835.0,349.0,96296.0,49539.0,46259.0,21177.0,12400.0,8692.0,2020-09-29
196,6572.0,3586.0,2904.0,1232.0,863.0,356.0,96766.0,49824.0,46441.0,21240.0,12434.0,8721.0,2020-09-30
197,6634.0,3639.0,2909.0,1259.0,877.0,369.0,97240.0,50065.0,46671.0,21303.0,12471.0,8748.0,2020-10-01
198,6740.0,3694.0,2959.0,1270.0,896.0,362.0,97747.0,50339.0,46904.0,21350.0,12496.0,8768.0,2020-10-02
199,6740.0,3690.0,2952.0,1289.0,907.0,368.0,98199.0,50559.0,47128.0,21393.0,12522.0,8786.0,2020-10-03
200,6964.0,3817.0,3048.0,1335.0,936.0,385.0,98343.0,50638.0,47193.0,21425.0,12536.0,8803.0,2020-10-04
201,7276.0,3975.0,3195.0,1409.0,991.0,401.0,98649.0,50812.0,47320.0,21494.0,12578.0,8829.0,2020-10-05
202,7377.0,4055.0,3229.0,1417.0,1001.0,400.0,99264.0,51124.0,47614.0,21556.0,12612.0,8856.0,2020-10-06
203,7514.0,4148.0,3274.0,1406.0,1004.0,388.0,99762.0,51398.0,47835.0,21636.0,12662.0,8886.0,2020-10-07
204,7603.0,4195.0,3321.0,1418.0,1012.0,391.0,100275.0,51647.0,48093.0,21712.0,12708.0,8916.0,2020-10-08
205,7843.0,4287.0,3473.0,1439.0,1030.0,393.0,100797.0,51927.0,48326.0,21774.0,12749.0,8937.0,2020-10-09
206,7976.0,4361.0,3527.0,1456.0,1041.0,398.0,101280.0,52166.0,48566.0,21828.0,12785.0,8955.0,2020-10-10
207,8231.0,4488.0,3640.0,1483.0,1057.0,409.0,101460.0,52261.0,48651.0,21874.0,12812.0,8974.0,2020-10-11
